scene,floor,image1,image2,label
Mesic,1,5,7,0
Mesic,1,5,8,0
Mesic,1,5,9,0
Mesic,1,5,10,0
Mesic,1,5,11,1
Mesic,1,6,7,0
Mesic,1,6,8,0
Mesic,1,6,9,0
Mesic,1,6,10,0
Mesic,1,6,11,0
Mesic,1,7,8,0
Mesic,1,7,9,0
Mesic,1,7,10,0
Mesic,1,7,11,0
Mesic,1,8,9,1
Mesic,1,8,10,0
Mesic,1,8,11,0
Mesic,1,9,10,1
Mesic,1,9,11,0
Mesic,1,10,11,0
Mesic,0,0,1,1
Mesic,0,0,2,1
Mesic,0,0,3,0
Mesic,0,0,4,0
Mesic,0,0,5,0
Mesic,0,0,6,0
Mesic,0,0,7,0
Mesic,0,0,8,1
Mesic,0,0,9,1
Mesic,0,0,10,0
Mesic,0,1,2,1
Mesic,0,1,3,0
Mesic,0,1,4,0
Mesic,0,1,5,1
Mesic,0,1,6,0
Mesic,0,1,7,1
Mesic,0,1,8,1
Mesic,0,1,9,0
Mesic,0,1,10,0
Mesic,0,2,3,0
Mesic,0,2,4,0
Mesic,0,2,5,0
Mesic,0,2,6,0
Mesic,0,2,7,0
Mesic,0,2,8,1
Mesic,0,2,9,0
Mesic,0,2,10,0
Mesic,0,3,4,0
Mesic,0,3,5,0
Mesic,0,3,6,0
Mesic,0,3,7,1
Mesic,0,3,8,0
Mesic,0,3,9,0
Mesic,0,3,10,0
Mesic,0,4,5,0
Mesic,0,4,6,0
Mesic,0,4,7,0
Mesic,0,4,8,0
Mesic,0,4,9,0
Mesic,0,4,10,0
Mesic,0,5,6,0
Mesic,0,5,7,0
Mesic,0,5,8,1
Mesic,0,5,9,0
Mesic,0,5,10,0
Mesic,0,6,7,0
Mesic,0,6,8,0
Mesic,0,6,9,0
Mesic,0,6,10,0
Mesic,0,7,8,1
Mesic,0,7,9,0
Mesic,0,7,10,0
Mesic,0,8,9,0
Mesic,0,8,10,0
Mesic,0,9,10,0
Mosinee,0,0,1,1
Mosinee,0,0,2,0
Mosinee,0,0,3,1
Mosinee,0,0,4,0
Mosinee,0,0,5,0
Mosinee,0,1,2,1
Mosinee,0,1,3,1
Mosinee,0,1,4,1
Mosinee,0,1,5,0
Mosinee,0,2,3,1
Mosinee,0,2,4,1
Mosinee,0,2,5,0
Mosinee,0,3,4,1
Mosinee,0,3,5,0
Mosinee,0,4,5,0
Rancocas,0,0,1,0
Rancocas,0,0,2,0
Rancocas,0,0,3,0
Rancocas,0,0,4,0
Rancocas,0,0,5,0
Rancocas,0,0,6,0
Rancocas,0,0,7,1
Rancocas,0,0,8,0
Rancocas,0,0,9,0
Rancocas,0,0,10,0
Rancocas,0,0,11,0
Rancocas,0,0,12,0
Rancocas,0,0,13,0
Rancocas,0,0,14,0
Rancocas,0,0,15,1
Rancocas,0,0,16,0
Rancocas,0,1,2,0
Rancocas,0,1,3,0
Rancocas,0,1,4,1
Rancocas,0,1,5,1
Rancocas,0,1,6,0
Rancocas,0,1,7,0
Rancocas,0,1,8,1
Rancocas,0,1,9,1
Rancocas,0,1,10,1
Rancocas,0,1,11,0
Rancocas,0,1,12,0
Rancocas,0,1,13,0
Rancocas,0,1,14,1
Rancocas,0,1,15,0
Rancocas,0,1,16,0
Rancocas,0,2,3,0
Rancocas,0,2,4,0
Rancocas,0,2,5,0
Rancocas,0,2,6,0
Rancocas,0,2,7,0
Rancocas,0,2,8,0
Rancocas,0,2,9,0
Rancocas,0,2,10,0
Rancocas,0,2,11,0
Rancocas,0,2,12,1
Rancocas,0,2,13,0
Rancocas,0,2,14,0
Rancocas,0,2,15,0
Rancocas,0,2,16,1
Rancocas,0,3,4,0
Rancocas,0,3,5,0
Rancocas,0,3,6,0
Rancocas,0,3,7,0
Rancocas,0,3,8,0
Rancocas,0,3,9,0
Rancocas,0,3,10,0
Rancocas,0,3,11,0
Rancocas,0,3,12,0
Rancocas,0,3,13,0
Rancocas,0,3,14,0
Rancocas,0,3,15,0
Rancocas,0,3,16,0
Rancocas,0,4,5,1
Rancocas,0,4,6,0
Rancocas,0,4,7,0
Rancocas,0,4,8,0
Rancocas,0,4,9,1
Rancocas,0,4,10,1
Rancocas,0,4,11,1
Rancocas,0,4,12,0
Rancocas,0,4,13,0
Rancocas,0,4,14,0
Rancocas,0,4,15,0
Rancocas,0,4,16,0
Rancocas,0,5,6,0
Rancocas,0,5,7,0
Rancocas,0,5,8,0
Rancocas,0,5,9,1
Rancocas,0,5,10,0
Rancocas,0,5,11,0
Rancocas,0,5,12,0
Rancocas,0,5,13,1
Rancocas,0,5,14,0
Rancocas,0,5,15,0
Rancocas,0,5,16,0
Rancocas,0,6,7,0
Rancocas,0,6,8,0
Rancocas,0,6,9,0
Rancocas,0,6,10,0
Rancocas,0,6,11,0
Rancocas,0,6,12,0
Rancocas,0,6,13,0
Rancocas,0,6,14,0
Rancocas,0,6,15,1
Rancocas,0,6,16,1
Rancocas,0,7,8,0
Rancocas,0,7,9,0
Rancocas,0,7,10,0
Rancocas,0,7,11,0
Rancocas,0,7,12,0
Rancocas,0,7,13,0
Rancocas,0,7,14,0
Rancocas,0,7,15,1
Rancocas,0,7,16,0
Rancocas,0,8,9,0
Rancocas,0,8,10,1
Rancocas,0,8,11,1
Rancocas,0,8,12,0
Rancocas,0,8,13,0
Rancocas,0,8,14,1
Rancocas,0,8,15,0
Rancocas,0,8,16,0
Rancocas,0,9,10,0
Rancocas,0,9,11,1
Rancocas,0,9,12,0
Rancocas,0,9,13,0
Rancocas,0,9,14,0
Rancocas,0,9,15,0
Rancocas,0,9,16,0
Rancocas,0,10,11,0
Rancocas,0,10,12,0
Rancocas,0,10,13,0
Rancocas,0,10,14,1
Rancocas,0,10,15,0
Rancocas,0,10,16,0
Rancocas,0,11,12,0
Rancocas,0,11,13,0
Rancocas,0,11,14,0
Rancocas,0,11,15,0
Rancocas,0,11,16,0
Rancocas,0,12,13,0
Rancocas,0,12,14,0
Rancocas,0,12,15,0
Rancocas,0,12,16,1
Rancocas,0,13,14,0
Rancocas,0,13,15,0
Rancocas,0,13,16,0
Rancocas,0,14,15,0
Rancocas,0,14,16,0
Rancocas,0,15,16,0
Ribera,0,0,1,1
Ribera,0,0,2,0
Ribera,0,0,3,0
Ribera,0,1,2,1
Ribera,0,1,3,1
Ribera,0,2,3,0
Roxboro,0,0,1,0
Roxboro,0,0,2,0
Roxboro,0,0,3,0
Roxboro,0,0,4,0
Roxboro,0,0,5,1
Roxboro,0,0,6,0
Roxboro,0,1,2,0
Roxboro,0,1,3,1
Roxboro,0,1,4,1
Roxboro,0,1,5,0
Roxboro,0,1,6,1
Roxboro,0,2,3,1
Roxboro,0,2,4,1
Roxboro,0,2,5,0
Roxboro,0,2,6,0
Roxboro,0,3,4,1
Roxboro,0,3,5,0
Roxboro,0,3,6,1
Roxboro,0,4,5,0
Roxboro,0,4,6,1
Roxboro,0,5,6,0
Sanctuary,0,0,1,0
Sanctuary,0,0,2,0
Sanctuary,0,0,3,0
Sanctuary,0,0,4,0
Sanctuary,0,0,5,0
Sanctuary,0,0,6,0
Sanctuary,0,0,7,0
Sanctuary,0,0,8,0
Sanctuary,0,0,9,0
Sanctuary,0,0,10,0
Sanctuary,0,0,11,0
Sanctuary,0,0,12,0
Sanctuary,0,0,13,0
Sanctuary,0,0,14,0
Sanctuary,0,0,15,0
Sanctuary,0,0,16,0
Sanctuary,0,0,17,0
Sanctuary,0,0,18,0
Sanctuary,0,0,19,1
Sanctuary,0,0,20,0
Sanctuary,0,0,21,1
Sanctuary,0,0,22,0
Sanctuary,0,1,2,0
Sanctuary,0,1,3,0
Sanctuary,0,1,4,0
Sanctuary,0,1,5,1
Sanctuary,0,1,6,1
Sanctuary,0,1,7,0
Sanctuary,0,1,8,0
Sanctuary,0,1,9,0
Sanctuary,0,1,10,1
Sanctuary,0,1,11,0
Sanctuary,0,1,12,0
Sanctuary,0,1,13,1
Sanctuary,0,1,14,0
Sanctuary,0,1,15,0
Sanctuary,0,1,16,0
Sanctuary,0,1,17,0
Sanctuary,0,1,18,1
Sanctuary,0,1,19,0
Sanctuary,0,1,20,0
Sanctuary,0,1,21,0
Sanctuary,0,1,22,0
Sanctuary,0,2,3,0
Sanctuary,0,2,4,1
Sanctuary,0,2,5,0
Sanctuary,0,2,6,0
Sanctuary,0,2,7,0
Sanctuary,0,2,8,0
Sanctuary,0,2,9,0
Sanctuary,0,2,10,0
Sanctuary,0,2,11,0
Sanctuary,0,2,12,0
Sanctuary,0,2,13,0
Sanctuary,0,2,14,0
Sanctuary,0,2,15,0
Sanctuary,0,2,16,0
Sanctuary,0,2,17,0
Sanctuary,0,2,18,0
Sanctuary,0,2,19,1
Sanctuary,0,2,20,0
Sanctuary,0,2,21,1
Sanctuary,0,2,22,0
Sanctuary,0,3,4,0
Sanctuary,0,3,5,0
Sanctuary,0,3,6,1
Sanctuary,0,3,7,0
Sanctuary,0,3,8,0
Sanctuary,0,3,9,1
Sanctuary,0,3,10,0
Sanctuary,0,3,11,0
Sanctuary,0,3,12,1
Sanctuary,0,3,13,0
Sanctuary,0,3,14,0
Sanctuary,0,3,15,0
Sanctuary,0,3,16,0
Sanctuary,0,3,17,0
Sanctuary,0,3,18,1
Sanctuary,0,3,19,0
Sanctuary,0,3,20,0
Sanctuary,0,3,21,1
Sanctuary,0,3,22,0
Sanctuary,0,4,5,0
Sanctuary,0,4,6,0
Sanctuary,0,4,7,0
Sanctuary,0,4,8,0
Sanctuary,0,4,9,0
Sanctuary,0,4,10,1
Sanctuary,0,4,11,1
Sanctuary,0,4,12,0
Sanctuary,0,4,13,0
Sanctuary,0,4,14,0
Sanctuary,0,4,15,1
Sanctuary,0,4,16,0
Sanctuary,0,4,17,0
Sanctuary,0,4,18,0
Sanctuary,0,4,19,0
Sanctuary,0,4,20,0
Sanctuary,0,4,21,0
Sanctuary,0,4,22,0
Sanctuary,0,5,6,0
Sanctuary,0,5,7,1
Sanctuary,0,5,8,0
Sanctuary,0,5,9,0
Sanctuary,0,5,10,0
Sanctuary,0,5,11,0
Sanctuary,0,5,12,0
Sanctuary,0,5,13,0
Sanctuary,0,5,14,0
Sanctuary,0,5,15,0
Sanctuary,0,5,16,0
Sanctuary,0,5,17,0
Sanctuary,0,5,18,1
Sanctuary,0,5,19,0
Sanctuary,0,5,20,0
Sanctuary,0,5,21,1
Sanctuary,0,5,22,0
Sanctuary,0,6,7,0
Sanctuary,0,6,8,0
Sanctuary,0,6,9,0
Sanctuary,0,6,10,1
Sanctuary,0,6,11,0
Sanctuary,0,6,12,0
Sanctuary,0,6,13,1
Sanctuary,0,6,14,0
Sanctuary,0,6,15,0
Sanctuary,0,6,16,0
Sanctuary,0,6,17,0
Sanctuary,0,6,18,1
Sanctuary,0,6,19,1
Sanctuary,0,6,20,0
Sanctuary,0,6,21,0
Sanctuary,0,6,22,0
Sanctuary,0,7,8,0
Sanctuary,0,7,9,1
Sanctuary,0,7,10,0
Sanctuary,0,7,11,0
Sanctuary,0,7,12,0
Sanctuary,0,7,13,0
Sanctuary,0,7,14,0
Sanctuary,0,7,15,0
Sanctuary,0,7,16,0
Sanctuary,0,7,17,0
Sanctuary,0,7,18,0
Sanctuary,0,7,19,0
Sanctuary,0,7,20,0
Sanctuary,0,7,21,0
Sanctuary,0,7,22,0
Sanctuary,0,8,9,0
Sanctuary,0,8,10,0
Sanctuary,0,8,11,0
Sanctuary,0,8,12,0
Sanctuary,0,8,13,0
Sanctuary,0,8,14,0
Sanctuary,0,8,15,0
Sanctuary,0,8,16,1
Sanctuary,0,8,17,0
Sanctuary,0,8,18,0
Sanctuary,0,8,19,0
Sanctuary,0,8,20,0
Sanctuary,0,8,21,0
Sanctuary,0,8,22,1
Sanctuary,0,9,10,0
Sanctuary,0,9,11,0
Sanctuary,0,9,12,0
Sanctuary,0,9,13,1
Sanctuary,0,9,14,0
Sanctuary,0,9,15,0
Sanctuary,0,9,16,0
Sanctuary,0,9,17,0
Sanctuary,0,9,18,0
Sanctuary,0,9,19,0
Sanctuary,0,9,20,0
Sanctuary,0,9,21,0
Sanctuary,0,9,22,0
Sanctuary,0,10,11,0
Sanctuary,0,10,12,0
Sanctuary,0,10,13,0
Sanctuary,0,10,14,0
Sanctuary,0,10,15,0
Sanctuary,0,10,16,0
Sanctuary,0,10,17,0
Sanctuary,0,10,18,0
Sanctuary,0,10,19,1
Sanctuary,0,10,20,0
Sanctuary,0,10,21,0
Sanctuary,0,10,22,0
Sanctuary,0,11,12,0
Sanctuary,0,11,13,0
Sanctuary,0,11,14,0
Sanctuary,0,11,15,0
Sanctuary,0,11,16,0
Sanctuary,0,11,17,0
Sanctuary,0,11,18,0
Sanctuary,0,11,19,0
Sanctuary,0,11,20,0
Sanctuary,0,11,21,0
Sanctuary,0,11,22,0
Sanctuary,0,12,13,0
Sanctuary,0,12,14,0
Sanctuary,0,12,15,0
Sanctuary,0,12,16,0
Sanctuary,0,12,17,0
Sanctuary,0,12,18,0
Sanctuary,0,12,19,0
Sanctuary,0,12,20,0
Sanctuary,0,12,21,1
Sanctuary,0,12,22,0
Sanctuary,0,13,14,1
Sanctuary,0,13,15,0
Sanctuary,0,13,16,0
Sanctuary,0,13,17,0
Sanctuary,0,13,18,1
Sanctuary,0,13,19,0
Sanctuary,0,13,20,0
Sanctuary,0,13,21,0
Sanctuary,0,13,22,0
Sanctuary,0,14,15,1
Sanctuary,0,14,16,0
Sanctuary,0,14,17,0
Sanctuary,0,14,18,0
Sanctuary,0,14,19,0
Sanctuary,0,14,20,0
Sanctuary,0,14,21,0
Sanctuary,0,14,22,0
Sanctuary,0,15,16,0
Sanctuary,0,15,17,0
Sanctuary,0,15,18,0
Sanctuary,0,15,19,0
Sanctuary,0,15,20,0
Sanctuary,0,15,21,0
Sanctuary,0,15,22,0
Sanctuary,0,16,17,0
Sanctuary,0,16,18,0
Sanctuary,0,16,19,0
Sanctuary,0,16,20,1
Sanctuary,0,16,21,0
Sanctuary,0,16,22,1
Sanctuary,0,17,18,0
Sanctuary,0,17,19,0
Sanctuary,0,17,20,0
Sanctuary,0,17,21,0
Sanctuary,0,17,22,0
Sanctuary,0,18,19,0
Sanctuary,0,18,20,0
Sanctuary,0,18,21,1
Sanctuary,0,18,22,0
Sanctuary,0,19,20,0
Sanctuary,0,19,21,0
Sanctuary,0,19,22,0
Sanctuary,0,20,21,0
Sanctuary,0,20,22,1
Sanctuary,0,21,22,0
Silas,1,0,1,1
Silas,1,0,2,0
Silas,1,0,3,0
Silas,1,0,4,0
Silas,1,0,5,0
Silas,1,0,6,1
Silas,1,0,7,0
Silas,1,0,8,0
Silas,1,0,9,0
Silas,1,0,10,0
Silas,1,0,11,0
Silas,1,0,12,0
Silas,1,0,13,0
Silas,1,0,14,0
Silas,1,0,15,1
Silas,1,0,16,0
Silas,1,1,2,0
Silas,1,1,3,0
Silas,1,1,4,0
Silas,1,1,5,0
Silas,1,1,6,1
Silas,1,1,7,0
Silas,1,1,8,0
Silas,1,1,9,0
Silas,1,1,10,0
Silas,1,1,11,0
Silas,1,1,12,1
Silas,1,1,13,0
Silas,1,1,14,0
Silas,1,1,15,1
Silas,1,1,16,0
Silas,1,2,3,0
Silas,1,2,4,0
Silas,1,2,5,0
Silas,1,2,6,0
Silas,1,2,7,0
Silas,1,2,8,0
Silas,1,2,9,0
Silas,1,2,10,0
Silas,1,2,11,1
Silas,1,2,12,0
Silas,1,2,13,1
Silas,1,2,14,1
Silas,1,2,15,0
Silas,1,2,16,0
Silas,1,3,4,1
Silas,1,3,5,0
Silas,1,3,6,0
Silas,1,3,7,0
Silas,1,3,8,0
Silas,1,3,9,0
Silas,1,3,10,0
Silas,1,3,11,0
Silas,1,3,12,1
Silas,1,3,13,0
Silas,1,3,14,0
Silas,1,3,15,0
Silas,1,3,16,1
Silas,1,4,5,0
Silas,1,4,6,1
Silas,1,4,7,0
Silas,1,4,8,0
Silas,1,4,9,0
Silas,1,4,10,0
Silas,1,4,11,0
Silas,1,4,12,1
Silas,1,4,13,0
Silas,1,4,14,0
Silas,1,4,15,0
Silas,1,4,16,1
Silas,1,5,6,0
Silas,1,5,7,1
Silas,1,5,8,0
Silas,1,5,9,0
Silas,1,5,10,0
Silas,1,5,11,1
Silas,1,5,12,0
Silas,1,5,13,0
Silas,1,5,14,1
Silas,1,5,15,0
Silas,1,5,16,0
Silas,1,6,7,0
Silas,1,6,8,0
Silas,1,6,9,1
Silas,1,6,10,1
Silas,1,6,11,0
Silas,1,6,12,1
Silas,1,6,13,0
Silas,1,6,14,0
Silas,1,6,15,0
Silas,1,6,16,0
Silas,1,7,8,0
Silas,1,7,9,0
Silas,1,7,10,0
Silas,1,7,11,1
Silas,1,7,12,0
Silas,1,7,13,0
Silas,1,7,14,1
Silas,1,7,15,0
Silas,1,7,16,0
Silas,1,8,9,1
Silas,1,8,10,1
Silas,1,8,11,0
Silas,1,8,12,0
Silas,1,8,13,0
Silas,1,8,14,0
Silas,1,8,15,0
Silas,1,8,16,0
Silas,1,9,10,1
Silas,1,9,11,0
Silas,1,9,12,1
Silas,1,9,13,0
Silas,1,9,14,0
Silas,1,9,15,0
Silas,1,9,16,0
Silas,1,10,11,0
Silas,1,10,12,1
Silas,1,10,13,0
Silas,1,10,14,0
Silas,1,10,15,0
Silas,1,10,16,0
Silas,1,11,12,0
Silas,1,11,13,0
Silas,1,11,14,0
Silas,1,11,15,0
Silas,1,11,16,0
Silas,1,12,13,0
Silas,1,12,14,0
Silas,1,12,15,0
Silas,1,12,16,1
Silas,1,13,14,0
Silas,1,13,15,0
Silas,1,13,16,0
Silas,1,14,15,0
Silas,1,14,16,0
Silas,1,15,16,1
Silas,0,0,1,0
Silas,0,0,2,0
Silas,0,0,3,0
Silas,0,0,4,0
Silas,0,0,5,1
Silas,0,0,6,1
Silas,0,0,7,0
Silas,0,0,8,0
Silas,0,0,9,0
Silas,0,0,10,1
Silas,0,0,11,0
Silas,0,0,12,1
Silas,0,0,13,0
Silas,0,0,14,0
Silas,0,1,2,0
Silas,0,1,3,1
Silas,0,1,4,0
Silas,0,1,5,0
Silas,0,1,6,0
Silas,0,1,7,0
Silas,0,1,8,0
Silas,0,1,9,0
Silas,0,1,10,0
Silas,0,1,11,0
Silas,0,1,12,0
Silas,0,1,13,0
Silas,0,1,14,0
Silas,0,2,3,0
Silas,0,2,4,0
Silas,0,2,5,0
Silas,0,2,6,1
Silas,0,2,7,0
Silas,0,2,8,0
Silas,0,2,9,0
Silas,0,2,10,0
Silas,0,2,11,0
Silas,0,2,12,0
Silas,0,2,13,0
Silas,0,2,14,0
Silas,0,3,4,0
Silas,0,3,5,0
Silas,0,3,6,0
Silas,0,3,7,0
Silas,0,3,8,0
Silas,0,3,9,0
Silas,0,3,10,0
Silas,0,3,11,0
Silas,0,3,12,0
Silas,0,3,13,1
Silas,0,3,14,0
Silas,0,4,5,0
Silas,0,4,6,0
Silas,0,4,7,0
Silas,0,4,8,0
Silas,0,4,9,0
Silas,0,4,10,0
Silas,0,4,11,0
Silas,0,4,12,0
Silas,0,4,13,0
Silas,0,4,14,0
Silas,0,5,6,0
Silas,0,5,7,0
Silas,0,5,8,1
Silas,0,5,9,0
Silas,0,5,10,0
Silas,0,5,11,1
Silas,0,5,12,0
Silas,0,5,13,0
Silas,0,5,14,0
Silas,0,6,7,0
Silas,0,6,8,0
Silas,0,6,9,0
Silas,0,6,10,0
Silas,0,6,11,0
Silas,0,6,12,0
Silas,0,6,13,0
Silas,0,6,14,0
Silas,0,7,8,0
Silas,0,7,9,1
Silas,0,7,10,0
Silas,0,7,11,0
Silas,0,7,12,0
Silas,0,7,13,0
Silas,0,7,14,0
Silas,0,8,9,0
Silas,0,8,10,0
Silas,0,8,11,0
Silas,0,8,12,0
Silas,0,8,13,0
Silas,0,8,14,0
Silas,0,9,10,0
Silas,0,9,11,0
Silas,0,9,12,0
Silas,0,9,13,1
Silas,0,9,14,0
Silas,0,10,11,0
Silas,0,10,12,1
Silas,0,10,13,0
Silas,0,10,14,1
Silas,0,11,12,0
Silas,0,11,13,0
Silas,0,11,14,0
Silas,0,12,13,0
Silas,0,12,14,1
Silas,0,13,14,0
Sumas,0,0,1,1
Sumas,0,0,2,0
Sumas,0,1,2,1
